timestamps,,,,,Marker
1496178719.795,2671.648,1532.895,257.601,-997.059,0
1496178719.795,3180.070,1617.572,791.548,-776.560,0
1496178719.795,2635.807,1268.004,1021.277,-221.471,0
1496178719.795,2126.806,1187.794,489.284,-448.640,0
1496178719.797,2667.766,1533.310,262.193,-997.444,0
1496178719.797,3181.615,1611.442,787.576,-775.678,0
1496178719.855,2636.001,1273.187,1021.778,-225.077,0
1496178719.855,2126.174,1185.113,485.020,-451.894,0
1496178719.855,2664.280,1536.182,265.413,-997.583,0
1496178719.855,3176.910,1613.615,789.035,-773.434,0
1496178719.856,2638.903,1266.530,1026.913,-224.463,0
1496178719.857,2125.684,1182.495,485.480,-448.932,0
1496178719.857,2660.514,1529.679,251.759,-1003.249,0
1496178719.857,3175.597,1608.207,787.931,-777.181,0
1496178719.857,2639.887,1272.278,1021.374,-223.771,0
1496178719.857,2124.293,1183.134,490.282,-452.249,0
1496178719.858,2657.777,1531.044,257.443,-992.601,0
1496178719.858,3171.955,1616.312,789.562,-776.916,0
1496178719.885,3698.654,1944.834,553.990,-1328.936,0
1496178719.885,4207.398,2027.473,1069.555,-1113.486,0
1496178719.886,3681.995,1687.183,1318.776,-558.849,0
1496178719.887,3176.488,1621.334,790.332,-778.393,0
1496178719.915,3697.772,1955.956,560.093,-1323.263,0
1496178719.915,4211.692,2037.469,1077.106,-1110.098,0
1496178719.915,3692.878,1702.116,1321.776,-556.187,0
1496178719.915,3174.244,1614.251,791.204,-781.523,0
1496178719.917,3701.826,1948.712,554.625,-1323.517,0
1496178719.917,4224.250,2045.293,1090.555,-1099.903,0
1496178719.945,3694.946,1707.490,1323.668,-552.574,0
1496178719.945,3185.807,1616.622,788.571,-768.875,0
1496178719.975,3700.823,1937.339,553.010,-1322.702,0
1496178719.975,4218.409,2037.372,1080.008,-1108.179,0
1496178719.975,3692.889,1708.485,1320.931,-555.775,0
1496178719.975,3182.217,1622.363,795.729,-774.537,0
1496178719.976,3696.197,1945.301,551.570,-1324.706,0
1496178719.976,4214.669,2035.599,1076.564,-1110.681,0
1496178719.977,3699.427,1708.239,1325.011,-555.532,0
1496178719.977,3175.096,1618.709,791.387,-775.749,0
1496178719.978,3687.704,1945.731,558.649,-1327.234,0
1496178719.978,4201.333,2024.541,1076.728,-1118.546,0
1496178720.005,3702.523,1709.129,1322.909,-555.151,0
1496178720.005,3180.676,1614.094,793.459,-771.504,0
1496178720.005,3687.483,1940.316,551.948,-1324.194,0
1496178720.005,4210.547,2032.559,1074.309,-1107.169,0
1496178720.007,3709.236,1712.184,1322.064,-555.936,0
1496178720.007,3180.646,1621.046,790.149,-773.909,0
1496178720.035,3687.928,1937.044,552.176,-1322.320,0
1496178720.035,4216.714,2027.091,1081.007,-1111.418,0
1496178720.035,3712.527,1716.298,1326.114,-558.184,0
1496178720.035,3191.327,1625.923,800.161,-765.550,0
1496178720.037,3681.604,1940.286,550.792,-1323.588,0
1496178720.037,4213.416,2034.844,1080.120,-1110.416,0
1496178720.065,3703.174,1708.411,1327.662,-560.906,0
1496178720.065,3183.661,1618.866,797.483,-772.454,0
1496178720.065,3679.181,1932.548,553.290,-1324.119,0
1496178720.065,4203.075,2024.956,1081.351,-1111.926,0
1496178720.067,3711.166,1713.186,1322.935,-556.385,0
1496178720.067,3178.660,1624.659,793.612,-771.104,0
1496178720.095,3676.024,1933.442,547.093,-1319.059,0
1496178720.095,4203.621,2027.738,1076.089,-1114.327,0
1496178720.095,3716.387,1719.795,1321.226,-559.485,0
1496178720.095,3194.387,1632.880,806.036,-765.853,0
1496178720.097,3670.639,1935.611,543.768,-1324.063,0
1496178720.097,4198.767,2022.457,1072.850,-1118.064,0
1496178720.125,3718.201,1721.351,1323.990,-557.903,0
1496178720.125,3187.730,1625.710,795.452,-766.960,0
1496178720.126,3671.383,1934.044,551.099,-1320.170,0
1496178720.126,4196.657,2012.891,1067.270,-1117.562,0
1496178720.127,3718.825,1718.430,1324.083,-561.512,0
1496178720.127,3198.295,1629.514,800.213,-766.900,0
1496178720.155,3665.915,1925.147,549.352,-1320.420,0
1496178720.155,4197.802,2019.922,1071.930,-1119.657,0
1496178720.155,3715.415,1719.451,1317.857,-560.948,0
1496178720.155,3197.053,1629.686,801.840,-767.087,0
1496178720.156,3666.645,1931.075,552.909,-1318.573,0
1496178720.156,4195.124,2022.181,1070.154,-1116.280,0
1496178720.185,3726.481,1720.255,1327.165,-559.923,0
1496178720.185,3188.605,1629.065,802.528,-765.726,0
1496178720.185,3654.643,1923.737,543.963,-1327.358,0
1496178720.185,4196.119,2022.285,1071.223,-1120.102,0
1496178720.187,3727.147,1724.761,1325.950,-558.838,0
1496178720.187,3199.129,1632.771,806.216,-759.824,0
1496178720.215,3659.396,1926.546,549.786,-1323.906,0
1496178720.215,4192.035,2016.941,1069.331,-1122.514,0
1496178720.215,3737.873,1727.768,1325.677,-557.974,0
1496178720.215,3205.072,1629.843,808.239,-760.509,0
1496178720.217,3656.319,1913.976,545.997,-1324.485,0
1496178720.217,4199.324,2020.943,1068.489,-1118.752,0
1496178720.245,3731.762,1732.828,1324.659,-560.050,0
1496178720.246,3208.135,1637.049,804.712,-763.938,0
1496178720.246,3659.329,1916.725,549.210,-1321.093,0
1496178720.246,4193.718,2018.108,1070.214,-1118.142,0
1496178720.247,3735.139,1727.361,1328.691,-558.498,0
1496178720.247,3196.608,1629.226,807.151,-764.817,0
1496178720.275,3643.861,1912.286,536.636,-1322.503,0
1496178720.275,4187.775,2015.292,1068.886,-1120.442,0
1496178720.276,3736.957,1733.322,1325.722,-560.215,0
1496178720.276,3203.460,1641.814,803.605,-759.245,0
1496178720.277,3649.871,1912.155,549.954,-1318.000,0
1496178720.277,4190.355,2015.400,1067.158,-1123.356,0
1496178720.305,3745.229,1733.771,1330.935,-561.052,0
1496178720.305,3202.420,1635.243,809.129,-762.906,0
1496178720.305,3656.423,1923.326,547.875,-1314.298,0
1496178720.305,4189.439,2018.355,1069.626,-1123.606,0
1496178720.307,3749.504,1740.787,1331.582,-560.031,0
1496178720.307,3207.417,1635.445,805.266,-763.822,0
1496178720.335,3652.538,1922.114,547.284,-1312.933,0
1496178720.335,4190.872,2015.026,1067.663,-1123.198,0
1496178720.335,3750.155,1743.700,1327.962,-558.535,0
1496178720.335,3205.083,1637.566,809.410,-761.313,0
1496178720.337,3648.259,1910.722,551.132,-1317.436,0
1496178720.337,4181.881,2011.458,1058.078,-1125.098,0
1496178720.365,3738.191,1740.559,1324.255,-564.261,0
1496178720.365,3212.073,1636.780,813.497,-759.170,0
1496178720.365,3638.846,1908.680,546.042,-1318.842,0
1496178720.365,4174.536,2003.930,1057.057,-1133.539,0
1496178720.366,3748.374,1739.818,1327.547,-562.118,0
1496178720.366,3210.614,1629.622,804.320,-761.036,0
1496178720.395,3639.306,1908.815,543.447,-1317.907,0
1496178720.395,4182.857,2007.199,1063.254,-1124.212,0
1496178720.395,3755.611,1745.529,1330.718,-562.971,0
1496178720.395,3212.106,1638.845,809.286,-759.353,0
1496178720.397,3633.786,1904.282,544.202,-1316.792,0
1496178720.397,4174.035,2006.290,1055.748,-1130.114,0
1496178720.455,3755.824,1749.022,1331.455,-564.863,0
1496178720.455,3208.370,1641.081,812.043,-755.759,0
1496178720.455,3635.584,1905.939,547.220,-1320.188,0
1496178720.455,4173.624,2011.084,1061.028,-1131.770,0
1496178720.457,3764.209,1748.652,1336.975,-560.308,0
1496178720.457,3213.498,1648.778,812.237,-757.404,0
1496178720.457,3637.967,1906.388,548.163,-1310.603,0
1496178720.457,4180.550,2015.460,1064.761,-1128.513,0
1496178720.458,3764.961,1749.665,1330.879,-564.377,0
1496178720.458,3210.697,1641.706,811.669,-759.959,0
1496178720.458,3621.519,1894.910,537.971,-1314.500,0
1496178720.458,4170.085,2004.569,1054.809,-1133.423,0
1496178720.485,4576.977,2252.747,777.693,-1697.699,0
1496178720.485,5123.505,2365.406,1292.152,-1505.426,0
1496178720.486,4716.866,2118.461,1569.741,-944.626,0
1496178720.486,4164.236,1993.256,1049.666,-1138.341,0
1496178720.575,4569.183,2241.105,774.350,-1699.109,0
1496178720.575,5113.879,2356.243,1289.011,-1519.734,0
1496178720.575,4721.212,2115.730,1574.142,-944.375,0
1496178720.575,4172.344,2011.200,1053.635,-1128.988,0
1496178720.576,4570.111,2258.952,781.878,-1693.069,0
1496178720.576,5115.555,2357.003,1292.104,-1513.493,0
1496178720.577,4709.940,2110.906,1563.304,-946.855,0
1496178720.577,4176.148,2009.671,1058.242,-1125.790,0
1496178720.578,4563.873,2252.886,777.346,-1696.241,0
1496178720.578,5113.875,2362.852,1288.730,-1512.124,0
1496178720.579,4720.416,2121.531,1569.471,-946.002,0
1496178720.579,4177.150,2013.856,1057.161,-1130.345,0
1496178720.605,3616.528,1903.914,542.143,-1315.601,0
1496178720.605,4000.819,2129.551,258.506,-1881.186,0
1496178720.605,4563.033,2252.162,774.961,-1697.279,0
1496178720.605,4186.844,2019.716,1063.205,-1123.498,0
1496178720.606,3626.420,1901.221,543.935,-1311.199,0
1496178720.606,4005.827,2134.623,261.221,-1878.378,0
1496178720.635,4556.858,2247.596,771.726,-1694.298,0
1496178720.635,4176.312,2009.648,1054.510,-1131.430,0
1496178720.635,3632.172,1908.716,544.971,-1309.367,0
1496178720.635,3995.943,2133.807,258.517,-1874.223,0
1496178720.637,4554.169,2247.932,774.026,-1699.070,0
1496178720.637,4180.527,2013.100,1055.534,-1130.813,0
1496178720.665,3630.912,1903.443,546.190,-1306.513,0
1496178720.665,3997.622,2137.050,260.458,-1878.213,0
1496178720.665,4552.299,2243.609,770.552,-1700.633,0
1496178720.665,4186.848,2021.687,1055.119,-1131.206,0
1496178720.667,3630.272,1905.836,545.165,-1311.375,0
1496178720.667,4000.501,2136.728,262.799,-1872.962,0
1496178720.695,4556.406,2244.417,771.835,-1693.445,0
1496178720.696,4188.493,2020.397,1058.078,-1133.655,0
1496178720.696,3633.305,1912.998,545.995,-1306.046,0
1496178720.696,4001.975,2131.646,263.367,-1872.573,0
1496178720.697,4554.745,2251.852,775.246,-1703.651,0
1496178720.697,4191.698,2023.546,1055.781,-1132.197,0
1496178720.725,3635.672,1916.502,550.405,-1304.165,0
1496178720.725,3990.026,2122.782,255.484,-1878.236,0
1496178720.725,4550.561,2242.266,766.393,-1700.476,0
1496178720.725,4192.693,2021.758,1059.349,-1133.412,0
1496178720.727,3635.504,1912.826,551.070,-1306.147,0
1496178720.727,3987.805,2121.193,257.092,-1871.960,0
1496178720.755,4546.458,2239.420,768.461,-1707.620,0
1496178720.755,4195.558,2023.650,1059.585,-1130.401,0
1496178720.755,3637.830,1915.249,547.716,-1303.376,0
1496178720.755,3985.157,2119.132,258.812,-1874.342,0
1496178720.756,4542.886,2232.838,763.416,-1706.946,0
1496178720.756,4199.283,2028.452,1061.642,-1133.984,0
1496178720.785,3642.872,1918.458,552.024,-1305.227,0
1496178720.785,3978.571,2110.691,254.104,-1872.585,0
1496178720.785,4546.046,2240.890,765.099,-1704.018,0
1496178720.785,4195.581,2021.788,1056.884,-1137.208,0
1496178720.787,3641.409,1918.294,550.618,-1300.687,0
1496178720.787,3979.857,2128.758,260.634,-1873.725,0
1496178720.815,4537.306,2234.353,764.378,-1701.778,0
1496178720.815,4202.260,2031.777,1060.280,-1133.064,0
1496178720.815,3640.602,1916.846,554.377,-1302.381,0
1496178720.815,3974.812,2112.931,255.170,-1869.305,0
1496178720.817,4536.625,2233.189,759.370,-1708.981,0
1496178720.817,4201.033,2035.053,1061.477,-1136.202,0
1496178720.845,3650.714,1926.234,559.250,-1295.268,0
1496178720.845,3975.601,2109.857,260.806,-1873.729,0
1496178720.845,4544.131,2234.577,764.404,-1707.365,0
1496178720.845,4216.184,2035.173,1063.927,-1132.399,0
1496178720.847,3650.045,1922.957,556.707,-1298.738,0
1496178720.847,3970.474,2112.236,256.957,-1869.181,0
1496178720.876,4530.716,2222.867,757.444,-1708.977,0
1496178720.877,4212.870,2041.426,1061.043,-1133.049,0
1496178720.877,3652.233,1923.443,556.325,-1301.330,0
1496178720.877,3971.427,2119.768,254.384,-1868.265,0
1496178720.877,4541.042,2234.435,755.996,-1709.411,0
1496178720.877,4217.519,2038.157,1061.114,-1136.311,0
1496178720.905,3653.964,1926.200,558.165,-1300.907,0
1496178720.905,3961.034,2106.233,254.747,-1870.778,0
1496178720.905,4534.883,2232.236,759.015,-1709.310,0
1496178720.905,4216.860,2042.054,1063.156,-1135.794,0
1496178720.907,3664.477,1930.620,561.912,-1293.727,0
1496178720.907,3963.712,2108.544,254.272,-1866.447,0
1496178721.025,4528.746,2227.374,756.385,-1712.855,0
1496178721.025,4219.306,2042.627,1061.436,-1135.955,0
1496178721.025,3661.414,1935.090,566.385,-1290.106,0
1496178721.025,3961.236,2110.732,256.449,-1870.576,0
1496178721.026,4524.557,2223.148,751.213,-1716.348,0
1496178721.026,4220.959,2047.694,1063.033,-1141.909,0
1496178721.027,3653.463,1930.400,558.812,-1294.261,0
1496178721.027,3954.160,2104.318,253.861,-1866.500,0
1496178721.027,4524.912,2220.829,747.200,-1713.742,0
1496178721.027,4221.729,2044.882,1058.792,-1137.440,0
1496178721.028,3662.218,1926.013,565.750,-1296.539,0
1496178721.028,3953.700,2100.040,253.262,-1872.248,0
1496178721.055,4521.101,2222.763,749.829,-1727.456,0
1496178721.055,4241.604,2058.970,1063.474,-1145.208,0
1496178721.055,3673.408,1938.811,571.531,-1296.255,0
1496178721.055,3947.754,2087.545,249.578,-1876.265,0
1496178721.056,4521.797,2213.851,744.549,-1723.802,0
1496178721.056,4245.463,2056.741,1060.116,-1150.967,0
1496178721.085,3675.424,1931.810,569.796,-1294.931,0
1496178721.085,3947.847,2092.425,251.037,-1871.855,0
1496178721.085,4511.621,2211.823,739.993,-1729.150,0
1496178721.086,4245.239,2058.940,1061.099,-1148.226,0
1496178721.087,3672.073,1935.277,557.009,-1297.601,0
1496178721.087,3944.074,2087.911,248.636,-1876.504,0
1496178721.145,4512.694,2212.549,743.273,-1728.140,0
1496178721.145,4246.144,2058.132,1056.047,-1154.367,0
1496178721.145,3683.753,1939.978,571.105,-1291.150,0
1496178721.145,3944.444,2093.360,249.837,-1869.380,0
1496178721.146,4517.533,2215.343,745.427,-1724.139,0
1496178721.146,4251.952,2062.519,1064.316,-1149.116,0
1496178721.146,3679.788,1945.277,570.978,-1292.332,0
1496178721.146,3934.810,2086.569,247.626,-1874.455,0
1496178721.147,4513.539,2210.238,742.899,-1727.751,0
1496178721.147,4259.458,2074.008,1069.817,-1144.479,0
1496178721.149,3684.684,1950.887,572.680,-1294.819,0
1496178721.149,3941.063,2086.913,249.182,-1870.913,0
1496178721.175,4511.179,2213.230,743.576,-1729.618,0
1496178721.175,4258.721,2071.095,1058.945,-1156.517,0
1496178721.175,3684.059,1943.452,572.414,-1293.214,0
1496178721.175,3930.457,2082.638,250.102,-1871.661,0
1496178721.177,4503.161,2202.122,733.576,-1736.832,0
1496178721.177,4259.342,2065.848,1060.101,-1150.792,0
1496178721.235,3681.684,1943.916,570.888,-1290.881,0
1496178721.235,3935.323,2084.467,249.051,-1866.926,0
1496178721.236,4503.980,2202.575,735.337,-1736.462,0
1496178721.236,4259.925,2066.932,1068.385,-1148.768,0
1496178721.236,3688.039,1946.530,575.627,-1293.734,0
1496178721.236,3931.055,2080.360,246.613,-1868.972,0
1496178721.236,4500.782,2202.264,736.010,-1738.556,0
1496178721.236,4267.813,2072.546,1065.797,-1151.794,0
1496178721.237,3686.094,1956.504,578.117,-1291.801,0
1496178721.237,3930.730,2078.210,249.866,-1867.902,0
1496178721.239,4500.315,2201.127,731.164,-1731.532,0
1496178721.239,4275.128,2086.043,1073.164,-1146.629,0
1496178721.265,3692.437,1952.091,577.261,-1290.047,0
1496178721.265,3920.718,2080.267,247.454,-1868.706,0
1496178721.265,4501.822,2204.336,735.001,-1732.049,0
1496178721.265,4276.276,2074.629,1066.208,-1152.228,0
1496178721.266,3699.221,1953.651,575.402,-1288.102,0
1496178721.267,3923.721,2070.782,247.421,-1864.712,0
1496178721.325,4495.752,2188.647,736.093,-1731.813,0
1496178721.325,4272.981,2073.335,1062.625,-1152.830,0
1496178721.325,3700.073,1965.259,577.957,-1285.723,0
1496178721.325,3924.380,2072.177,249.257,-1863.059,0
1496178721.326,4502.510,2204.243,734.690,-1730.208,0
1496178721.326,4276.878,2071.955,1065.984,-1154.685,0
1496178721.326,3699.711,1957.398,580.844,-1284.691,0
1496178721.327,3920.565,2069.616,251.030,-1862.760,0
1496178721.327,4504.694,2206.831,730.498,-1732.505,0
1496178721.327,4276.542,2083.953,1065.524,-1155.302,0
1496178721.329,3696.573,1952.461,581.128,-1287.851,0
1496178721.329,3918.628,2074.309,254.698,-1863.254,0
1496178721.355,4494.858,2194.971,736.657,-1736.925,0
1496178721.355,4283.961,2090.669,1065.438,-1149.483,0
1496178721.355,3703.716,1955.020,579.453,-1287.440,0
1496178721.355,3907.920,2063.542,249.021,-1866.616,0
1496178721.356,4488.785,2196.999,733.542,-1737.154,0
1496178721.356,4291.011,2094.570,1070.520,-1149.927,0
1496178721.385,3703.555,1960.887,578.922,-1286.082,0
1496178721.385,3900.182,2063.968,245.143,-1868.725,0
1496178721.385,4484.835,2193.898,723.530,-1746.687,0
1496178721.385,4282.795,2082.778,1063.239,-1161.869,0
1496178721.387,3706.506,1958.726,582.706,-1283.659,0
1496178721.387,3906.353,2069.025,243.883,-1862.068,0
1496178721.415,4490.337,2198.962,732.181,-1732.654,0
1496178721.415,4291.101,2095.905,1069.211,-1153.312,0
1496178721.445,3715.516,1968.663,591.334,-1281.378,0
1496178721.445,3905.534,2076.018,250.805,-1859.301,0
1496178721.445,4489.021,2184.403,731.508,-1737.296,0
1496178721.445,4295.638,2083.624,1067.659,-1159.595,0
1496178721.446,3720.688,1965.828,585.029,-1280.390,0
1496178721.446,3903.107,2067.809,250.068,-1859.693,0
1496178721.447,4480.056,2196.004,724.114,-1743.440,0
1496178721.447,4295.724,2093.665,1069.193,-1157.198,0
1496178721.448,3718.025,1964.208,587.718,-1277.933,0
1496178721.448,3891.955,2064.002,243.920,-1864.039,0
1496178721.565,4479.304,2179.672,722.393,-1742.775,0
1496178721.565,4301.020,2097.682,1070.988,-1156.401,0
1496178721.565,3707.161,1961.119,587.037,-1285.293,0
1496178721.565,3894.285,2056.507,241.463,-1862.285,0
1496178721.566,4473.357,2187.881,717.662,-1746.320,0
1496178721.566,4298.136,2092.797,1068.400,-1162.322,0
1496178721.566,3711.794,1964.941,587.033,-1281.437,0
1496178721.567,3886.640,2057.068,244.391,-1858.429,0
1496178721.567,4474.723,2181.414,716.630,-1746.417,0
1496178721.567,4303.843,2093.010,1064.226,-1162.755,0
1496178721.569,3715.890,1971.684,588.208,-1280.760,0
1496178721.569,3884.957,2053.130,240.891,-1860.838,0
1496178721.625,3734.340,1977.214,594.997,-1275.523,0
1496178721.625,3150.785,1851.359,126.429,-1387.050,0
1496178721.625,3303.035,1923.058,-226.356,-1963.986,0
1496178721.625,3881.094,2051.058,239.155,-1863.302,0
1496178721.626,3732.609,1980.041,591.579,-1278.447,0
1496178721.626,3143.552,1842.753,116.575,-1391.879,0
1496178721.626,3297.840,1914.060,-226.262,-1968.478,0
1496178721.627,3882.478,2045.261,240.176,-1860.613,0
1496178721.628,3737.684,1989.297,598.973,-1280.272,0
1496178721.628,3151.656,1856.845,120.281,-1388.748,0
1496178721.655,3292.870,1917.688,-230.204,-1964.491,0
1496178721.655,3876.651,2046.181,237.214,-1863.949,0
1496178721.655,3738.391,1991.040,592.200,-1279.128,0
1496178721.655,3151.084,1856.041,118.744,-1384.948,0
1496178721.657,3289.818,1910.855,-230.234,-1967.849,0
1496178721.657,3875.092,2046.279,236.837,-1867.891,0
1496178721.685,3746.229,1987.809,599.695,-1280.602,0
1496178721.685,3155.063,1849.074,122.203,-1382.162,0
1496178721.685,3278.860,1903.386,-233.989,-1968.549,0
1496178721.685,3870.682,2042.404,230.684,-1866.672,0
1496178721.686,3744.289,1984.204,593.928,-1282.651,0
1496178721.687,3167.615,1861.498,130.835,-1378.755,0
1496178721.715,3282.978,1909.714,-232.956,-1966.772,0
1496178721.715,3869.283,2035.108,234.581,-1869.888,0
1496178721.715,3745.407,1987.271,594.253,-1286.028,0
1496178721.715,3163.695,1863.401,127.574,-1380.700,0
1496178721.717,3284.365,1907.444,-226.688,-1964.468,0
1496178721.717,3868.464,2041.024,233.134,-1868.777,0
1496178721.775,3754.072,1998.438,593.644,-1280.811,0
1496178721.775,3165.419,1862.036,131.579,-1376.485,0
1496178721.776,3281.265,1911.106,-228.831,-1959.341,0
1496178721.776,3866.998,2043.107,233.953,-1866.705,0
1496178721.776,3756.810,1997.802,594.089,-1290.239,0
1496178721.776,3167.648,1862.059,129.436,-1380.778,0
1496178721.776,3274.795,1901.356,-232.478,-1964.592,0
1496178721.776,3864.066,2037.168,230.389,-1872.297,0
1496178721.777,3760.351,1999.837,595.192,-1286.230,0
1496178721.777,3163.475,1852.926,124.612,-1381.538,0
1496178721.779,3271.739,1903.637,-231.640,-1959.405,0
1496178721.779,3865.697,2049.663,228.123,-1869.013,0
1496178721.805,3961.635,2078.556,-132.695,-2455.321,0
1496178721.805,4561.849,2218.049,324.681,-2355.610,0
1496178721.807,4463.565,2196.353,693.448,-1779.708,0
1496178721.807,3872.825,2056.070,229.888,-1867.614,0
1496178721.835,3963.078,2082.232,-134.554,-2447.246,0
1496178721.835,4552.817,2220.438,317.725,-2363.875,0
1496178721.835,4472.021,2195.198,697.009,-1775.703,0
1496178721.835,3872.623,2046.215,227.573,-1869.993,0
1496178721.837,3966.048,2076.387,-136.435,-2448.309,0
1496178721.837,4547.548,2214.256,313.162,-2365.198,0
1496178721.895,4459.054,2179.288,686.975,-1782.797,0
1496178721.895,3871.505,2053.003,227.737,-1866.537,0
1496178721.896,3951.728,2070.141,-138.066,-2451.865,0
1496178721.896,4540.128,2206.971,320.455,-2371.912,0
1496178721.896,4470.042,2196.002,693.347,-1778.567,0
1496178721.896,3875.466,2068.673,233.878,-1867.050,0
1496178721.897,3944.768,2075.295,-136.499,-2451.330,0
1496178721.897,4537.248,2211.018,308.484,-2368.894,0
1496178721.897,4465.229,2188.870,688.411,-1782.681,0
1496178721.897,3875.667,2063.471,229.686,-1870.760,0
1496178721.899,3942.232,2066.304,-138.799,-2449.509,0
1496178721.899,4538.333,2207.300,315.795,-2368.198,0
1496178721.925,4604.138,2222.202,-56.317,-2953.335,0
1496178721.925,5201.555,2346.361,399.971,-2877.219,0
1496178721.926,5133.676,2340.156,776.439,-2292.779,0
1496178721.926,4542.282,2215.344,316.345,-2370.464,0
1496178721.955,4609.707,2215.900,-52.439,-2948.013,0
1496178721.955,5194.797,2354.495,398.748,-2875.738,0
1496178721.955,5143.792,2351.559,781.080,-2285.060,0
1496178721.955,4547.720,2214.163,322.568,-2365.558,0
1496178721.956,4609.007,2215.197,-47.831,-2947.987,0
1496178721.956,5196.233,2349.588,393.034,-2877.159,0
1496178721.985,5142.125,2348.163,775.152,-2285.378,0
1496178721.985,4548.120,2219.215,328.242,-2361.567,0
1496178721.985,4599.763,2208.934,-53.830,-2950.175,0
1496178721.985,5190.160,2343.677,392.420,-2879.762,0
1496178721.988,5154.519,2355.303,781.323,-2288.475,0
1496178721.988,4554.639,2218.591,330.112,-2365.416,0
1496178722.015,4598.427,2214.496,-50.606,-2942.620,0
1496178722.015,5189.521,2344.062,392.173,-2881.572,0
1496178722.015,5156.564,2360.004,780.033,-2290.460,0
1496178722.015,4556.718,2217.035,327.913,-2364.944,0
1496178722.017,4595.495,2218.338,-53.954,-2944.700,0
1496178722.018,5190.388,2344.898,388.160,-2881.935,0
1496178722.046,5146.403,2350.723,769.748,-2301.613,0
1496178722.046,4560.091,2223.978,326.529,-2360.954,0
1496178722.047,4592.197,2213.925,-55.726,-2947.995,0
1496178722.047,5187.591,2343.799,390.341,-2881.475,0
1496178722.048,5157.533,2356.636,777.333,-2296.889,0
1496178722.048,4564.172,2219.150,332.831,-2357.479,0
1496178722.105,4588.636,2209.045,-57.327,-2944.438,0
1496178722.105,5184.644,2338.440,390.558,-2879.871,0
1496178722.105,5160.974,2362.070,781.992,-2290.434,0
1496178722.105,4564.418,2230.904,332.629,-2352.689,0
1496178722.106,4582.496,2200.959,-54.118,-2946.517,0
1496178722.106,5181.244,2337.583,384.888,-2882.997,0
1496178722.107,5166.700,2366.872,779.980,-2294.346,0
1496178722.107,4562.238,2230.875,328.750,-2358.246,0
1496178722.108,4585.188,2203.319,-53.647,-2943.537,0
1496178722.108,5178.398,2337.209,382.581,-2886.980,0
1496178722.109,5164.631,2368.114,778.282,-2296.048,0
1496178722.109,4560.981,2223.193,333.354,-2359.922,0
1496178722.135,4557.414,2257.826,720.413,-1769.775,0
1496178722.135,3952.687,2113.040,282.594,-1821.872,0
1496178722.136,3964.099,2091.139,-107.631,-2407.824,0
1496178722.136,4562.354,2217.994,332.823,-2358.579,0
1496178722.165,4555.810,2253.398,723.734,-1776.282,0
1496178722.165,3955.387,2119.887,288.099,-1827.900,0
1496178722.165,3956.496,2087.732,-112.829,-2417.671,0
1496178722.165,4556.314,2222.688,329.214,-2359.742,0
1496178722.167,4555.940,2255.178,719.448,-1774.427,0
1496178722.167,3955.529,2116.634,279.943,-1827.182,0
1496178722.195,3955.395,2081.767,-111.976,-2413.138,0
1496178722.195,4546.196,2210.414,324.984,-2363.983,0
1496178722.195,4567.119,2254.591,726.640,-1771.076,0
1496178722.195,3962.194,2119.379,287.423,-1823.311,0
1496178722.197,3958.046,2082.025,-110.477,-2406.762,0
