timestamps,,,,,Marker
1496178729.095,786.353,591.686,459.497,388.873,0
1496178729.095,117.263,396.175,16.992,356.452,0
1496178729.097,215.721,422.420,-421.148,-351.751,0
1496178729.097,888.408,619.612,25.207,-323.801,0
1496178729.125,792.999,594.139,455.993,390.201,0
1496178729.125,120.442,401.901,21.802,365.555,0
1496178729.125,215.871,423.594,-413.758,-343.773,0
1496178729.125,887.817,616.814,15.951,-325.622,0
1496178729.127,801.118,599.061,457.934,390.189,0
1496178729.127,126.616,406.310,17.935,369.033,0
1496178729.155,206.772,416.006,-417.330,-345.423,0
1496178729.155,881.777,610.539,14.795,-330.050,0
1496178729.155,796.200,593.739,456.875,385.256,0
1496178729.155,118.385,401.804,21.405,361.056,0
1496178729.157,196.382,410.280,-420.920,-352.390,0
1496178729.157,876.223,604.035,7.480,-330.057,0
1496178729.185,799.319,597.225,452.317,379.822,0
1496178729.185,122.244,398.142,12.085,363.400,0
1496178729.185,201.910,416.260,-422.603,-346.840,0
1496178729.185,876.657,603.470,8.673,-332.993,0
1496178729.187,809.582,600.639,458.237,382.635,0
1496178729.187,127.521,405.147,20.422,365.154,0
1496178729.215,195.859,412.285,-417.285,-342.517,0
1496178729.215,870.924,602.180,6.148,-335.865,0
1496178729.215,813.056,607.175,459.254,381.943,0
1496178729.215,131.085,411.952,18.974,367.507,0
1496178729.217,193.835,404.023,-419.005,-341.978,0
1496178729.217,863.159,592.494,8.568,-338.300,0
1496178729.245,816.792,605.331,454.905,378.902,0
1496178729.245,138.584,412.520,22.980,370.559,0
1496178729.245,189.187,410.467,-420.019,-339.278,0
1496178729.245,867.427,596.791,4.884,-334.844,0
1496178729.247,819.863,610.847,458.132,378.158,0
1496178729.247,138.838,418.706,29.326,371.355,0
1496178729.275,189.164,404.539,-424.050,-332.453,0
1496178729.275,866.454,604.985,12.499,-337.921,0
1496178729.275,822.170,615.645,454.403,376.215,0
1496178729.275,145.634,417.008,33.324,373.321,0
1496178729.277,188.558,400.590,-420.423,-333.685,0
1496178729.277,859.640,592.194,-3.194,-342.126,0
1496178729.305,823.816,617.938,460.945,373.723,0
1496178729.305,139.197,413.882,28.246,373.736,0
1496178729.305,178.087,392.100,-424.892,-336.569,0
1496178729.305,858.339,587.299,-1.212,-342.130,0
1496178729.306,827.305,614.879,458.716,372.668,0
1496178729.306,141.927,420.987,32.270,372.440,0
1496178729.335,173.872,390.287,-418.343,-331.148,0
1496178729.335,853.986,588.552,-1.649,-339.776,0
1496178729.335,837.530,628.219,455.750,374.057,0
1496178729.335,156.577,425.902,34.974,380.772,0
1496178729.337,172.533,399.158,-416.470,-331.716,0
1496178729.337,843.652,587.523,-4.200,-343.744,0
1496178729.365,837.975,622.048,457.152,366.181,0
1496178729.365,149.325,419.132,34.132,378.016,0
1496178729.365,162.809,381.947,-425.303,-329.558,0
1496178729.365,841.476,577.654,-13.662,-345.505,0
1496178729.367,842.966,616.139,453.693,363.668,0
1496178729.367,156.410,432.271,40.928,376.501,0
1496178729.395,164.561,386.315,-425.606,-330.156,0
1496178729.395,845.995,583.795,-5.468,-343.931,0
1496178729.395,853.462,630.796,458.416,366.361,0
1496178729.395,158.757,428.445,42.042,381.243,0
1496178729.397,155.911,385.260,-423.916,-322.232,0
1496178729.397,833.508,572.579,-14.283,-349.249,0
1496178729.425,848.824,632.539,454.718,362.542,0
1496178729.425,160.773,436.568,40.183,383.132,0
1496178729.425,152.148,381.292,-420.557,-324.876,0
1496178729.425,829.465,574.568,-9.454,-346.403,0
1496178729.426,866.024,643.261,459.404,367.681,0
1496178729.426,174.895,439.616,48.793,386.315,0
1496178729.455,146.460,372.305,-422.973,-324.266,0
1496178729.455,829.850,572.616,-11.732,-355.158,0
1496178729.455,857.535,636.379,454.516,354.617,0
1496178729.455,165.440,434.758,44.002,383.832,0
1496178729.457,138.404,363.827,-420.494,-323.159,0
1496178729.457,825.108,565.103,-19.941,-355.655,0
1496178729.485,863.545,640.770,458.457,354.524,0
1496178729.485,178.694,445.409,47.618,387.957,0
1496178729.485,149.848,379.538,-414.263,-317.871,0
1496178729.485,835.894,578.323,-9.615,-344.177,0
1496178729.487,873.639,650.931,469.011,360.631,0
1496178729.487,181.798,445.315,48.232,389.759,0
1496178729.515,144.923,374.684,-413.646,-312.923,0
1496178729.515,821.039,565.518,-24.425,-357.087,0
1496178729.516,865.781,641.402,451.647,350.230,0
1496178729.516,183.246,447.477,49.268,390.567,0
1496178729.517,137.926,373.614,-417.831,-313.854,0
1496178729.517,819.472,560.196,-24.373,-357.065,0
1496178729.575,879.638,650.116,460.197,351.184,0
1496178729.575,187.640,452.732,58.045,391.644,0
1496178729.575,131.418,375.892,-417.906,-314.322,0
1496178729.575,815.448,567.425,-21.979,-353.935,0
1496178729.576,871.208,647.618,452.960,351.999,0
1496178729.576,191.488,447.724,57.256,390.305,0
1496178729.576,131.224,356.781,-419.753,-311.752,0
1496178729.576,813.993,559.829,-22.769,-360.640,0
1496178729.577,880.180,651.586,458.342,351.820,0
1496178729.577,192.917,454.115,56.269,395.780,0
1496178729.579,134.032,363.101,-414.551,-305.649,0
1496178729.579,807.923,562.604,-27.025,-360.005,0
1496178729.605,887.536,659.107,456.262,346.685,0
1496178729.605,194.761,449.983,57.996,395.736,0
1496178729.605,119.578,354.556,-418.758,-306.580,0
1496178729.605,803.626,553.569,-28.850,-367.997,0
1496178729.607,885.210,655.720,450.641,341.730,0
1496178729.635,192.857,457.734,58.307,396.588,0
1496178729.635,112.244,361.106,-421.414,-305.398,0
1496178729.635,799.336,551.854,-31.557,-362.896,0
1496178729.635,892.005,663.638,454.291,349.542,0
1496178729.637,199.028,458.916,62.275,399.827,0
1496178729.637,116.679,347.669,-419.424,-302.908,0
1496178729.665,797.062,551.716,-30.484,-365.278,0
1496178729.665,894.975,655.877,450.428,338.502,0
1496178729.665,204.915,464.731,62.469,395.115,0
1496178729.665,113.691,354.154,-417.356,-299.059,0
1496178729.667,791.565,544.569,-36.116,-365.233,0
1496178729.667,897.050,661.308,447.945,340.095,0
1496178729.695,206.923,464.065,64.007,400.747,0
1496178729.695,102.385,349.060,-418.407,-299.800,0
1496178729.695,789.736,544.546,-34.134,-367.436,0
1496178729.695,899.590,662.037,451.935,337.212,0
1496178729.697,215.207,478.232,74.037,404.476,0
1496178729.697,105.504,350.982,-413.743,-298.188,0
1496178729.725,793.012,543.533,-34.931,-368.591,0
1496178729.725,910.944,674.453,458.304,337.507,0
1496178729.725,219.852,476.946,72.496,407.004,0
1496178729.726,102.404,345.196,-412.225,-296.064,0
1496178729.726,786.284,534.935,-33.596,-366.871,0
1496178729.726,910.297,666.854,452.096,336.251,0
1496178729.755,215.532,469.537,70.630,405.710,0
1496178729.755,110.452,347.081,-407.756,-287.529,0
1496178729.755,784.025,538.719,-40.215,-366.355,0
1496178729.755,912.665,673.103,450.809,335.103,0
1496178729.757,221.871,478.004,70.806,407.049,0
1496178729.757,97.961,349.273,-414.716,-295.207,0
1496178729.785,772.749,531.920,-47.613,-375.952,0
1496178729.785,911.255,669.457,446.254,328.745,0
1496178729.785,223.330,476.605,74.654,403.436,0
1496178729.785,97.654,341.086,-413.160,-290.009,0
1496178729.787,772.805,526.778,-37.410,-369.134,0
1496178729.787,921.854,676.668,450.005,328.038,0
1496178729.815,236.565,481.867,79.564,413.145,0
1496178729.815,93.664,341.240,-413.556,-287.380,0
1496178729.816,770.120,525.375,-49.131,-378.588,0
1496178729.816,923.383,678.695,455.050,324.092,0
1496178729.817,224.845,483.954,77.410,406.828,0
1496178729.817,90.676,342.971,-411.088,-287.645,0
1496178729.845,755.826,527.395,-55.822,-375.664,0
1496178729.845,923.604,679.802,451.505,324.246,0
1496178729.845,240.485,488.450,85.264,410.366,0
1496178729.845,80.028,323.924,-419.121,-287.611,0
1496178729.875,755.295,516.194,-53.099,-382.945,0
1496178729.875,925.212,675.216,446.909,319.810,0
1496178729.875,239.296,490.065,79.882,413.126,0
1496178729.875,84.292,334.429,-414.424,-285.947,0
1496178729.876,759.671,523.790,-51.663,-379.355,0
1496178729.876,931.039,686.070,446.909,319.085,0
1496178729.877,241.596,489.590,89.311,411.757,0
1496178729.877,79.927,332.129,-408.848,-279.859,0
1496178729.905,747.815,513.262,-54.094,-382.668,0
1496178729.905,931.431,684.521,445.671,315.109,0
1496178729.905,249.255,495.638,86.042,411.578,0
1496178729.905,75.645,328.920,-415.239,-275.068,0
1496178729.907,750.314,511.938,-56.951,-384.381,0
1496178729.907,935.482,687.696,446.149,312.562,0
1496178729.935,253.900,500.960,92.897,418.874,0
1496178729.935,66.856,317.035,-413.594,-275.453,0
1496178729.935,750.718,515.476,-52.033,-380.529,0
1496178729.935,937.337,692.786,443.726,310.251,0
1496178729.937,255.063,499.789,89.083,419.865,0
1496178729.937,65.005,323.322,-419.260,-278.546,0
1496178729.965,741.925,511.332,-58.275,-381.677,0
1496178729.965,939.682,690.019,443.416,311.478,0
1496178729.965,257.142,501.607,96.016,421.339,0
1496178729.965,67.526,324.556,-412.244,-269.761,0
1496178729.966,742.224,508.883,-57.243,-383.794,0
1496178729.966,941.712,694.705,450.334,307.438,0
1496178729.995,262.393,504.411,96.794,422.379,0
1496178729.995,64.377,318.621,-411.260,-273.669,0
1496178729.995,736.476,507.940,-59.977,-386.457,0
1496178729.995,948.934,701.658,443.700,307.775,0
1496178729.997,273.119,516.806,97.707,425.546,0
1496178729.997,66.030,320.730,-405.770,-267.427,0
1496178730.025,731.850,492.999,-65.710,-390.780,0
1496178730.025,957.846,702.110,447.963,309.720,0
1496178730.025,278.228,513.724,109.050,430.191,0
1496178730.025,59.567,312.158,-407.819,-263.695,0
1496178730.026,733.151,496.791,-67.853,-392.078,0
1496178730.026,957.659,696.856,445.581,301.997,0
1496178730.055,272.985,509.565,95.927,428.276,0
1496178730.055,56.710,310.438,-407.771,-266.358,0
1496178730.056,724.639,490.606,-69.558,-391.480,0
1496178730.056,961.141,703.857,439.646,301.178,0
1496178730.057,279.301,515.639,99.266,425.064,0
1496178730.057,54.548,315.562,-405.089,-266.963,0
1496178730.085,714.014,488.739,-73.324,-391.289,0
1496178730.085,962.286,704.294,443.303,300.434,0
1496178730.085,280.666,519.846,108.897,433.337,0
1496178730.085,50.124,312.566,-406.888,-262.113,0
1496178730.087,716.011,495.030,-70.808,-391.356,0
1496178730.087,964.350,711.090,444.130,296.884,0
1496178730.115,283.785,521.896,107.962,430.681,0
1496178730.115,43.852,305.198,-407.139,-259.873,0
1496178730.115,709.085,482.591,-78.822,-397.000,0
1496178730.115,962.297,709.762,439.264,298.059,0
1496178730.117,287.765,524.932,107.434,431.429,0
1496178730.117,42.981,310.860,-408.706,-257.670,0
1496178730.175,709.822,491.877,-75.856,-397.123,0
1496178730.175,966.665,712.608,440.072,293.706,0
1496178730.176,295.813,534.088,110.400,436.530,0
1496178730.176,42.038,306.189,-408.870,-256.249,0
1496178730.176,701.190,475.582,-80.393,-400.459,0
1496178730.176,965.973,707.312,443.251,287.729,0
1496178730.177,297.417,533.736,111.017,434.466,0
1496178730.177,32.790,298.833,-408.537,-258.844,0
1496178730.177,698.980,473.757,-79.181,-402.561,0
1496178730.177,969.975,708.778,442.828,290.149,0
1496178730.179,292.159,533.571,112.023,434.107,0
1496178730.179,38.183,305.714,-405.860,-252.329,0
1496178730.235,-634.285,136.806,-730.894,-107.986,0
1496178730.235,-904.134,-100.095,-1250.766,-794.332,0
1496178730.235,-247.851,73.891,-933.075,-953.738,0
1496178730.235,44.054,316.971,-404.498,-256.095,0
1496178730.236,-634.442,137.554,-729.705,-105.465,0
1496178730.236,-915.638,-116.509,-1250.703,-792.967,0
1496178730.236,-248.359,66.363,-932.596,-947.298,0
1496178730.237,40.995,317.301,-408.234,-258.231,0
1496178730.238,-626.110,143.425,-727.248,-104.238,0
1496178730.238,-910.746,-104.867,-1248.410,-788.363,0
1496178730.325,-245.782,69.643,-929.631,-942.986,0
1496178730.325,45.524,326.662,-401.854,-254.132,0
1496178730.325,-624.135,144.850,-726.653,-103.921,0
1496178730.325,-909.751,-103.505,-1247.341,-784.631,0
1496178730.326,-254.672,61.897,-931.762,-945.966,0
1496178730.326,48.531,322.035,-409.786,-259.207,0
1496178730.326,-618.548,143.859,-724.836,-98.090,0
1496178730.326,-913.719,-101.568,-1247.281,-787.627,0
1496178730.327,-258.139,60.742,-932.791,-947.635,0
1496178730.327,51.773,330.020,-410.254,-265.542,0
1496178730.328,-618.196,151.253,-719.143,-100.330,0
1496178730.328,-921.876,-118.678,-1250.460,-783.677,0
1496178730.355,-264.807,29.981,-943.737,-952.975,0
1496178730.355,64.021,320.880,-409.162,-265.984,0
1496178730.356,-596.490,149.645,-714.166,-97.009,0
1496178730.356,-923.151,-123.304,-1250.089,-778.296,0
1496178730.385,-269.112,37.498,-949.119,-954.666,0
1496178730.385,63.917,319.193,-415.602,-273.471,0
1496178730.385,-598.554,152.061,-712.640,-98.337,0
1496178730.385,-923.413,-123.974,-1240.265,-773.606,0
1496178730.387,-269.198,40.655,-947.051,-954.407,0
1496178730.387,72.070,325.895,-400.089,-270.928,0
1496178730.415,-591.474,157.427,-709.562,-96.175,0
1496178730.415,-922.037,-122.695,-1244.637,-771.829,0
1496178730.415,-280.451,31.810,-950.380,-956.270,0
1496178730.415,67.369,320.453,-414.918,-280.393,0
1496178730.417,-596.299,150.333,-714.742,-96.310,0
1496178730.417,-941.847,-139.072,-1252.457,-783.415,0
1496178730.445,-295.658,24.053,-953.656,-961.917,0
1496178730.445,59.915,312.772,-417.061,-283.726,0
1496178730.445,-589.346,155.086,-711.387,-96.781,0
1496178730.445,-935.156,-136.405,-1247.804,-773.617,0
1496178730.447,-285.246,31.712,-949.048,-958.873,0
1496178730.447,78.046,328.610,-411.840,-272.884,0
1496178730.475,-572.797,160.221,-709.438,-89.638,0
1496178730.475,-929.846,-129.176,-1242.782,-770.509,0
1496178730.475,-291.974,19.883,-955.039,-963.148,0
1496178730.475,72.979,324.762,-414.151,-280.341,0
1496178730.477,-575.595,158.228,-706.495,-90.191,0
1496178730.477,-933.574,-127.766,-1241.720,-763.231,0
1496178730.535,-293.040,27.531,-949.220,-955.728,0
1496178730.535,83.697,332.571,-412.468,-280.360,0
1496178730.535,-570.157,172.705,-701.140,-90.341,0
1496178730.535,-929.509,-125.219,-1237.131,-760.165,0
1496178730.536,-297.191,18.316,-954.288,-959.957,0
1496178730.536,80.152,333.588,-417.382,-287.264,0
1496178730.536,-560.415,169.616,-693.521,-85.191,0
1496178730.536,-942.823,-140.964,-1244.573,-768.022,0
1496178730.537,-304.353,8.323,-958.334,-963.581,0
1496178730.537,82.938,330.353,-415.247,-284.290,0
1496178730.539,-567.154,170.670,-703.443,-91.381,0
1496178730.539,-943.208,-131.760,-1241.783,-761.702,0
1496178730.565,-1584.511,-289.356,-1522.466,-563.029,0
1496178730.565,-1972.126,-606.069,-2061.835,-1234.816,0
1496178730.566,-1343.118,-461.128,-1784.452,-1442.541,0
1496178730.566,-939.513,-130.216,-1236.719,-763.695,0
1496178730.595,-1585.061,-287.535,-1517.780,-560.867,0
1496178730.595,-1973.783,-608.093,-2064.168,-1235.216,0
1496178730.595,-1347.639,-460.522,-1791.857,-1440.462,0
1496178730.596,-940.594,-125.792,-1234.517,-766.406,0
1496178730.596,-1574.137,-275.148,-1520.144,-556.129,0
1496178730.596,-1976.737,-598.425,-2053.828,-1228.106,0
1496178730.625,-1348.062,-461.539,-1786.442,-1443.154,0
1496178730.625,-937.086,-127.052,-1242.569,-769.679,0
1496178730.625,-591.082,-384.862,150.207,461.515,0
1496178730.626,-1000.384,-711.849,-390.178,-210.104,0
1496178730.626,-369.424,-572.132,-117.934,-424.030,0
1496178730.627,47.753,-230.067,428.478,250.710,0
1496178730.627,-595.274,-380.729,155.223,461.728,0
1496178730.655,-1004.427,-720.320,-396.671,-210.597,0
1496178730.655,-385.333,-580.042,-123.746,-432.022,0
1496178730.655,38.594,-240.696,419.304,240.911,0
1496178730.655,-585.857,-379.521,154.594,456.698,0
1496178730.657,-1007.232,-727.313,-402.086,-214.969,-1
1496178730.657,-382.188,-580.831,-129.105,-431.154,0
1496178730.895,48.075,-232.551,420.969,240.717,0
1496178730.895,-576.358,-370.680,158.656,465.554,0
1496178730.895,-1006.282,-726.790,-390.900,-208.903,0
1496178730.895,-390.135,-585.248,-127.852,-426.061,0
1496178730.896,53.075,-228.205,434.956,244.561,0
1496178730.896,-572.307,-365.141,156.775,467.181,0
1496178730.897,-1003.694,-710.906,-388.338,-200.055,0
1496178730.897,-390.004,-580.539,-125.732,-427.164,0
1496178730.897,60.790,-215.975,426.743,244.184,0
1496178730.897,-573.149,-366.548,157.770,459.821,0
1496178730.899,-1007.972,-719.744,-387.527,-205.137,0
1496178730.899,-391.788,-589.380,-129.214,-432.699,0
1496178730.925,116.642,-182.735,433.086,233.278,0
1496178730.925,-493.194,-316.448,196.100,477.009,0
1496178730.925,-990.054,-717.863,-373.831,-185.035,0
1496178730.925,-400.222,-595.121,-133.111,-437.101,0
1496178730.926,116.840,-189.938,428.183,226.023,0
1496178730.926,-486.017,-310.543,196.833,483.008,0
1496178730.955,-994.647,-706.811,-371.120,-183.251,0
1496178730.955,-402.701,-597.309,-137.105,-431.914,0
1496178730.955,123.602,-186.154,430.651,226.490,0
1496178730.955,-479.547,-313.101,204.556,486.972,0
1496178730.957,-993.667,-716.363,-371.337,-175.510,0
1496178730.957,-403.322,-598.169,-138.036,-431.525,0
1496178731.015,124.425,-188.940,432.966,226.255,0
1496178731.015,-485.392,-313.168,195.468,478.139,0
1496178731.015,-998.151,-721.498,-364.930,-177.911,0
1496178731.015,-405.727,-607.534,-135.770,-437.269,0
1496178731.016,123.673,-183.049,429.496,222.436,0
1496178731.016,-467.179,-299.170,201.695,486.692,0
1496178731.016,-1001.611,-717.148,-366.153,-177.432,0
1496178731.016,-416.543,-613.357,-139.951,-436.525,0
1496178731.017,129.197,-180.626,431.324,222.395,0
1496178731.017,-474.633,-304.843,207.405,482.683,0
1496178731.019,-1000.309,-719.370,-364.474,-174.810,0
1496178731.019,-421.262,-612.740,-144.577,-438.713,0
1496178731.045,125.659,-180.996,430.618,222.290,0
1496178731.045,-466.696,-300.550,200.206,484.104,0
1496178731.045,-1005.369,-721.546,-365.641,-174.395,0
1496178731.045,-421.188,-613.906,-145.078,-437.759,0
1496178731.047,136.003,-175.356,429.290,217.900,0
1496178731.047,-459.419,-291.963,202.454,482.986,0
1496178731.075,-1004.487,-717.171,-365.244,-170.476,0
1496178731.075,-425.092,-616.917,-146.649,-435.149,0
1496178731.075,137.791,-171.011,429.657,220.809,0
1496178731.075,-457.040,-288.182,208.580,488.068,0
1496178731.077,-1001.151,-716.591,-359.051,-168.733,0
1496178731.077,-434.696,-621.184,-144.637,-439.909,0
1496178731.105,132.061,-178.318,425.823,215.944,0
1496178731.105,-450.263,-284.760,206.265,487.410,0
1496178731.105,-1011.338,-722.915,-367.780,-165.969,0
1496178731.105,-440.934,-629.292,-151.073,-440.833,0
1496178731.107,139.496,-178.038,426.006,215.371,0
1496178731.107,-446.329,-279.225,211.288,489.426,0
1496178731.225,-1006.962,-720.200,-360.801,-164.548,0
1496178731.225,-443.604,-627.946,-150.340,-440.433,0
1496178731.225,136.497,-169.354,427.641,212.540,0
1496178731.225,-439.111,-275.488,215.256,488.255,0
1496178731.226,-1011.312,-722.530,-357.297,-164.630,0
1496178731.226,-445.471,-635.890,-151.653,-441.858,0
1496178731.227,142.758,-169.649,422.652,209.825,0
1496178731.227,-439.889,-277.964,213.816,489.740,0
1496178731.227,-1013.129,-725.148,-360.809,-160.565,0
1496178731.227,-446.144,-634.367,-152.939,-443.698,0
1496178731.228,146.684,-175.558,426.100,204.507,0
1496178731.228,-434.597,-271.498,214.077,494.882,0
1496178731.255,-1032.723,-738.267,-365.992,-159.144,0
1496178731.255,-474.642,-648.572,-162.229,-442.000,0
1496178731.255,141.456,-172.675,418.156,209.829,0
1496178731.255,-428.942,-266.614,219.747,494.822,0
1496178731.256,-1030.019,-739.531,-365.068,-152.382,0
1496178731.256,-477.903,-653.460,-160.019,-440.702,0
1496178731.285,138.935,-174.107,417.909,206.811,114
1496178731.285,-424.742,-266.262,215.820,500.776,0
1496178731.286,-1032.009,-731.005,-360.218,-151.470,0
1496178731.286,-487.545,-650.528,-163.867,-441.170,0
1496178731.286,142.305,-171.426,417.902,204.705,0
1496178731.287,-421.975,-263.551,219.728,496.172,0
1496178731.315,-1040.023,-744.449,-371.703,-152.779,0
1496178731.315,-490.387,-662.361,-171.037,-443.541,0
1496178731.315,141.737,-167.222,417.610,201.515,0
1496178731.315,-414.095,-257.690,222.219,502.141,0
1496178731.317,-1042.256,-744.554,-362.525,-148.422,0
1496178731.317,-494.456,-661.942,-170.741,-450.190,0
1496178731.345,139.511,-174.683,411.309,197.412,0
1496178731.345,-417.139,-259.381,222.616,502.276,0
1496178731.345,-1046.875,-748.993,-365.308,-148.362,0
1496178731.345,-507.617,-671.987,-181.093,-447.842,0
1496178731.347,142.081,-165.262,416.615,197.050,0
1496178731.347,-410.785,-251.677,226.834,501.745,0
1496178731.375,-1041.740,-743.470,-362.151,-142.673,0
1496178731.375,-499.445,-668.898,-170.409,-447.468,0
1496178731.375,149.867,-168.527,415.785,200.554,0
1496178731.375,-406.204,-249.631,232.620,505.919,0
1496178731.377,-1043.049,-743.017,-360.577,-140.127,0
1496178731.377,-506.824,-672.466,-173.539,-450.882,0
1496178731.465,148.270,-169.799,409.659,192.281,0
1496178731.465,-401.787,-246.646,230.024,503.981,0
1496178731.465,-1052.155,-746.678,-362.675,-140.852,0
1496178731.465,-512.871,-675.921,-181.497,-450.396,0
1496178731.466,151.341,-163.699,413.953,195.557,0
1496178731.466,-392.269,-243.217,228.772,501.592,0
1496178731.466,-1042.750,-745.942,-359.889,-136.577,0
1496178731.466,-514.977,-675.054,-175.024,-442.266,0
1496178731.467,157.235,-157.973,414.944,194.929,0
1496178731.467,-384.905,-232.726,238.559,509.142,0
1496178731.469,-1050.865,-746.428,-361.149,-140.287,0
1496178731.469,-522.284,-683.730,-181.535,-451.346,0
1496178731.495,-1197.512,-1206.295,-770.333,-1092.283,0
1496178731.495,-669.433,-1144.955,-600.334,-1405.776,0
1496178731.495,24.601,-608.779,-2.180,-764.355,0
1496178731.495,-531.795,-691.876,-185.963,-454.847,0
1496178731.497,-1210.763,-1214.579,-777.398,-1099.220,0
1496178731.497,-681.872,-1155.296,-603.135,-1412.010,0
1496178731.525,16.493,-615.126,-7.289,-768.177,0
1496178731.525,-520.714,-685.937,-176.886,-452.416,0
1496178731.525,-1194.614,-1204.781,-768.407,-1090.727,0
1496178731.525,-679.257,-1144.391,-597.297,-1403.783,0
1496178731.527,20.461,-609.422,-8.744,-772.617,0
1496178731.527,-513.354,-682.197,-180.824,-449.442,0
1496178731.555,-1208.717,-1218.222,-780.734,-1090.117,0
1496178731.555,-696.812,-1160.532,-614.643,-1409.344,0
1496178731.555,10.502,-625.571,-16.313,-780.227,0
1496178731.555,-520.714,-689.112,-180.652,-456.129,0
1496178731.557,-1208.893,-1213.958,-773.314,-1094.833,0
1496178731.557,-693.828,-1156.729,-606.520,-1412.631,0
1496178731.615,25.383,-604.613,-2.820,-770.556,0
1496178731.615,-501.180,-666.695,-169.230,-444.083,0
1496178731.615,-1208.451,-1210.106,-774.537,-1090.450,0
1496178731.615,-694.681,-1155.528,-603.678,-1410.354,0
1496178731.616,27.178,-603.207,-7.024,-768.993,0
1496178731.616,-496.113,-660.427,-165.681,-444.450,0
1496178731.616,-1201.465,-1202.851,-768.138,-1080.648,0
1496178731.616,-696.525,-1155.808,-604.972,-1404.934,0
1496178731.617,27.945,-600.390,-7.674,-774.172,0
1496178731.617,-489.807,-662.121,-167.577,-439.277,0
1496178731.619,-1082.005,-770.403,-362.318,-129.141,0
1496178731.705,-1603.119,-828.105,-527.823,198.088,0
1496178731.705,-2323.166,-1383.215,-1122.269,-432.628,0
1496178731.705,-1823.151,-1337.927,-966.871,-763.994,0
1496178731.705,-1081.672,-778.477,-369.689,-129.679,0
1496178731.706,-1601.822,-828.038,-525.325,203.473,0
1496178731.706,-2330.619,-1386.353,-1125.983,-433.529,0
1496178731.706,-1832.362,-1342.673,-974.466,-767.652,0
1496178731.706,-1085.906,-771.532,-362.034,-132.462,0
1496178731.707,-1588.257,-826.527,-517.744,207.894,0
1496178731.707,-2325.477,-1382.392,-1124.019,-431.951,0
1496178731.709,-1838.466,-1347.658,-976.591,-764.630,0
1496178731.709,-1075.861,-770.799,-364.266,-132.862,0
1496178731.765,-585.147,-736.240,-217.155,-472.980,0
1496178731.765,178.468,-150.320,393.254,155.400,0
1496178731.765,-317.963,-196.354,241.732,500.071,0
1496178731.765,-1074.847,-765.357,-365.859,-129.855,0
1496178731.766,-584.993,-733.641,-212.518,-471.057,0
1496178731.767,176.658,-150.380,384.899,152.098,0
1496178731.767,-322.761,-194.536,243.449,501.029,0
1496178731.767,-1086.755,-778.182,-369.801,-136.770,0
1496178731.768,-593.367,-739.771,-222.238,-476.207,0
1496178731.768,176.673,-152.051,385.823,148.287,0
1496178731.825,-316.908,-189.753,246.916,495.322,0
1496178731.825,-1086.074,-774.217,-366.888,-135.648,0
1496178731.825,-603.195,-741.701,-219.654,-477.138,0
1496178731.825,175.270,-161.266,383.826,145.475,0
1496178731.855,-311.062,-187.412,243.325,498.613,0
1496178731.855,-1080.221,-769.116,-362.004,-127.390,0
1496178731.855,-609.437,-743.956,-224.557,-476.633,0
1496178731.855,188.558,-143.689,388.837,149.020,0
1496178731.856,-298.504,-178.373,251.912,505.749,0
1496178731.856,-1070.599,-769.879,-355.343,-122.637,0
1496178731.856,-607.171,-743.918,-220.981,-466.427,0
1496178731.856,193.312,-142.578,391.250,153.381,0
1496178731.857,-294.614,-177.961,247.910,505.229,0
1496178731.857,-1085.233,-775.100,-361.491,-122.730,0
1496178731.858,-618.271,-751.615,-226.378,-477.890,0
1496178731.858,185.933,-146.782,387.053,142.801,0
1496178731.859,-302.636,-172.490,253.367,504.039,0
1496178731.859,-1089.336,-782.924,-360.975,-126.953,0
1496178731.885,-1562.927,-811.601,-491.808,237.068,0
1496178731.885,-2360.935,-1425.644,-1108.394,-387.585,0
1496178731.886,-1896.187,-1401.972,-968.711,-741.588,0
1496178731.886,-1081.893,-779.913,-364.981,-125.775,0
1496178731.915,-1562.586,-807.248,-494.830,234.394,0
1496178731.915,-2358.938,-1414.473,-1104.793,-385.831,0
1496178731.915,-1899.976,-1401.445,-973.034,-743.013,0
1496178731.915,-1082.207,-779.266,-360.500,-124.428,0
1496178731.917,-1553.756,-800.793,-486.901,244.634,0
1496178731.917,-2368.666,-1418.800,-1100.391,-383.190,0
1496178731.945,-1910.567,-1406.909,-979.392,-746.256,0
1496178731.945,-1075.958,-777.490,-353.843,-127.095,0
1496178731.945,-1545.416,-797.012,-487.294,240.195,0
1496178731.945,-2358.482,-1411.608,-1098.581,-377.184,0
1496178731.947,-1904.404,-1408.532,-975.592,-740.781,0
1496178731.947,-1074.069,-780.751,-366.166,-131.082,0
1496178731.975,-1545.570,-801.088,-482.406,239.690,0
1496178731.975,-2368.411,-1420.693,-1100.492,-384.035,0
1496178731.975,-1916.409,-1416.771,-982.279,-747.168,0
1496178731.975,-1076.014,-778.944,-366.821,-133.655,0
1496178731.977,-1536.586,-794.192,-481.942,246.063,0
1496178731.977,-2372.177,-1428.457,-1103.151,-380.041,0
1496178732.065,-1927.935,-1421.476,-982.122,-748.432,0
1496178732.065,-1072.704,-781.215,-366.338,-132.211,0
1496178732.065,-1539.264,-794.244,-483.917,239.260,0
1496178732.065,-2373.411,-1433.210,-1104.673,-379.723,0
1496178732.066,-1924.120,-1421.169,-981.767,-747.127,0
