timestamps,,,,,Marker
1496178853.629,-387.192,-510.061,430.320,392.618,0
1496178853.655,-908.841,-645.482,-52.691,241.871,0
1496178853.655,-574.989,-454.390,-383.875,-357.542,0
1496178853.656,-47.478,-318.323,95.971,-212.922,0
1496178853.656,-389.750,-515.472,433.877,389.828,0
1496178853.656,-910.516,-640.909,-55.717,245.902,0
1496178853.656,-579.009,-453.755,-386.739,-361.540,0
1496178853.685,-48.783,-313.465,100.979,-211.605,0
1496178853.685,-392.974,-514.560,426.154,382.435,0
1496178853.685,-908.309,-642.797,-55.250,241.904,0
1496178853.685,-571.436,-453.085,-377.449,-352.590,0
1496178853.687,-54.868,-321.659,101.144,-215.981,0
1496178853.687,-382.898,-508.654,430.335,386.874,0
1496178853.745,-908.971,-641.320,-49.782,243.576,0
1496178853.745,-579.309,-460.602,-381.754,-359.416,0
1496178853.745,-53.451,-316.850,102.580,-211.437,0
1496178853.745,-377.446,-503.463,433.342,386.556,0
1496178853.746,-898.803,-634.809,-48.750,244.717,0
1496178853.746,-587.043,-458.358,-389.802,-358.619,0
1496178853.747,-62.774,-324.625,90.728,-218.771,0
1496178853.747,-375.684,-498.527,431.095,390.965,0
1496178853.747,-902.262,-637.688,-50.361,243.916,0
1496178853.747,-583.714,-452.876,-383.583,-354.595,0
1496178853.749,-54.681,-322.389,104.195,-215.379,0
1496178853.749,-368.077,-498.785,433.024,386.967,0
1496178853.775,-892.535,-627.606,-46.210,247.566,0
1496178853.775,-586.594,-457.401,-382.775,-355.305,0
1496178853.775,-58.436,-319.206,101.787,-220.476,0
1496178853.775,-370.407,-499.013,436.016,386.234,0
1496178853.777,-894.790,-627.983,-44.890,249.997,0
1496178853.777,-594.033,-464.275,-388.635,-351.259,0
1496178853.805,-61.708,-327.415,90.178,-219.407,0
1496178853.805,-368.477,-493.500,432.295,386.377,0
1496178853.805,-893.066,-626.914,-38.214,251.422,0
1496178853.805,-590.472,-462.308,-379.742,-353.929,0
1496178853.807,-65.564,-330.201,90.915,-224.669,0
1496178853.807,-367.404,-489.940,432.033,389.858,0
1496178853.865,-889.221,-630.268,-40.612,249.923,0
1496178853.865,-597.814,-463.792,-386.799,-356.536,0
1496178853.865,-65.575,-323.226,91.536,-220.192,0
1496178853.865,-353.570,-485.991,437.654,384.050,0
1496178853.866,-890.414,-623.679,-48.615,254.122,0
1496178853.866,-608.394,-473.116,-390.831,-362.176,0
1496178853.867,-73.268,-338.294,92.419,-223.663,0
1496178853.867,-356.222,-488.855,439.266,384.237,0
1496178853.867,-892.146,-633.182,-40.215,248.445,0
1496178853.867,-606.939,-476.074,-387.334,-354.355,0
1496178853.869,-70.265,-339.293,93.634,-225.656,0
1496178853.869,-349.408,-487.767,434.172,387.042,0
1496178853.895,-892.104,-625.515,-49.872,249.100,0
1496178853.895,-611.023,-474.032,-386.032,-354.958,0
1496178853.895,-74.200,-346.668,84.045,-227.866,0
1496178853.895,-346.947,-479.543,440.265,382.076,0
1496178853.897,-890.579,-630.628,-39.003,249.881,0
1496178853.897,-614.501,-479.186,-393.684,-347.792,0
1496178853.955,-82.124,-331.619,79.400,-229.927,0
1496178853.955,-351.913,-489.790,432.269,382.741,0
1496178853.955,-888.761,-624.984,-42.526,255.753,0
1496178853.955,-619.288,-473.587,-388.770,-353.144,0
1496178853.956,-81.698,-335.587,79.826,-228.499,0
1496178853.956,-346.648,-474.326,432.583,380.079,0
1496178853.957,-886.566,-620.145,-39.067,252.402,0
1496178853.957,-624.206,-482.997,-392.342,-353.106,0
1496178853.958,-84.357,-338.482,85.103,-228.349,0
1496178853.958,-341.142,-475.923,444.607,378.399,0
1496178853.959,-880.948,-621.742,-37.717,255.596,0
1496178853.959,-621.210,-485.144,-389.739,-346.004,0
1496178853.985,-88.961,-341.301,77.328,-233.028,0
1496178853.985,-334.444,-464.714,433.997,379.484,0
1496178853.985,-874.935,-617.751,-38.839,256.823,0
1496178853.985,-624.419,-485.084,-386.238,-345.294,0
1496178853.987,-90.655,-344.533,74.598,-229.097,0
1496178853.987,-333.749,-464.662,436.084,381.537,0
1496178854.045,-873.326,-614.632,-33.300,260.200,0
1496178854.045,-624.793,-479.040,-383.650,-349.681,0
1496178854.045,-86.246,-343.201,78.263,-231.262,0
1496178854.045,-327.383,-463.046,433.432,377.734,0
1496178854.046,-866.393,-613.615,-27.129,261.546,0
1496178854.046,-634.734,-495.735,-382.536,-348.061,0
1496178854.047,-92.192,-345.857,84.352,-231.509,0
1496178854.047,-316.156,-458.457,442.389,385.629,0
1496178854.047,-868.921,-612.594,-27.432,260.824,0
1496178854.047,-637.647,-497.855,-395.090,-348.409,0
1496178854.049,-94.010,-350.823,73.521,-228.809,0
1496178854.049,-324.863,-462.373,434.457,377.019,0
1496178854.075,-865.963,-611.386,-35.219,263.098,0
1496178854.075,-640.280,-498.428,-391.781,-349.251,0
1496178854.075,-91.175,-344.910,76.341,-233.888,0
1496178854.075,-319.129,-465.522,431.674,378.519,0
1496178854.077,-861.920,-610.944,-29.848,263.420,0
1496178854.077,-640.325,-501.831,-388.796,-347.025,0
1496178854.105,-95.902,-353.972,76.225,-230.529,0
1496178854.106,-315.730,-454.224,432.587,375.841,0
1496178854.106,-858.782,-608.585,-22.185,266.236,0
1496178854.106,-643.149,-500.642,-385.774,-342.694,0
1496178854.107,-98.707,-353.183,70.088,-237.818,0
1496178854.107,-315.595,-451.438,440.841,374.181,0
1496178854.135,-863.872,-605.503,-24.392,263.992,0
1496178854.135,-647.278,-503.922,-395.214,-345.354,0
1496178854.135,-101.935,-357.828,70.645,-237.744,0
1496178854.135,-314.776,-455.121,438.971,372.172,0
1496178854.137,-863.835,-606.019,-26.841,259.833,0
1496178854.137,-652.136,-507.392,-390.610,-349.834,0
1496178854.165,-105.966,-351.306,74.579,-236.764,0
1496178854.165,-309.982,-451.322,433.118,371.757,0
1496178854.165,-864.433,-601.408,-26.987,261.225,0
1496178854.165,-665.016,-505.900,-392.499,-343.057,0
1496178854.167,-112.335,-363.344,67.672,-241.775,0
1496178854.167,-301.604,-446.179,439.363,373.717,0
1496178854.255,-854.777,-604.774,-31.187,259.882,0
1496178854.255,-664.919,-519.775,-393.789,-343.988,0
1496178854.255,-112.504,-358.202,73.708,-236.992,0
1496178854.255,-299.207,-442.447,440.710,373.066,0
1496178854.256,-850.154,-594.504,-21.650,269.834,0
1496178854.256,-660.240,-508.125,-387.910,-337.384,0
1496178854.257,-112.459,-359.518,65.577,-241.461,0
1496178854.257,-298.852,-444.594,436.656,369.278,0
1496178854.257,-848.692,-594.429,-24.298,268.656,0
1496178854.257,-657.600,-516.200,-385.845,-339.078,0
1496178854.258,870.449,626.618,59.805,-239.836,0
1496178854.285,703.821,558.384,441.688,369.683,0
1496178854.285,158.630,409.977,-12.220,280.049,0
1496178854.285,314.013,476.751,-394.468,-333.784,0
1496178854.285,867.864,628.084,59.442,-240.984,0
1496178854.287,706.286,567.958,442.133,370.918,0
1496178854.287,156.274,411.189,-11.330,280.947,0
1496178854.345,318.995,475.715,-381.692,-332.210,0
1496178854.345,867.846,633.361,62.557,-237.487,0
1496178854.405,714.891,570.172,439.814,377.305,0
1496178854.405,161.162,428.916,-12.272,279.754,0
1496178854.405,311.392,480.054,-393.256,-329.334,0
1496178854.405,870.677,629.524,61.319,-238.179,0
1496178854.406,712.666,568.957,444.257,370.293,0
1496178854.406,161.218,417.790,-10.410,277.588,0
1496178854.407,306.889,466.964,-394.270,-330.272,0
1496178854.407,861.114,626.024,54.569,-240.992,0
1496178854.407,708.709,560.575,435.768,366.635,0
1496178854.407,160.963,422.065,-12.811,280.128,0
1496178854.409,310.883,465.397,-390.623,-322.707,0
1496178854.409,862.524,623.832,57.273,-243.553,0
1496178854.465,976.787,652.283,-337.032,-863.102,0
1496178854.465,1525.425,801.388,107.393,-790.677,0
1496178854.465,1414.641,774.363,501.607,-166.347,0
1496178854.465,861.024,630.657,62.299,-241.930,0
1496178854.466,981.428,660.747,-324.163,-858.172,0
1496178854.466,1531.162,803.512,116.219,-787.801,0
1496178854.467,1421.388,777.486,505.687,-170.506,0
1496178854.467,866.155,621.831,57.890,-245.753,0
1496178854.467,972.277,658.563,-332.481,-861.613,0
1496178854.467,1529.049,804.712,110.460,-782.273,0
1496178854.469,1418.265,778.365,498.671,-174.137,0
1496178854.469,864.326,628.690,63.365,-244.096,0
1496178854.495,973.582,653.944,-332.997,-852.761,0
1496178854.495,1532.186,801.590,102.729,-782.030,0
1496178854.495,1427.196,783.956,503.357,-170.184,0
1496178854.495,864.973,633.586,68.923,-244.769,0
1496178854.497,973.036,651.558,-335.443,-852.936,0
1496178854.497,1526.524,800.116,103.410,-786.454,0
1496178854.525,1421.646,785.773,503.069,-177.604,0
1496178854.525,860.216,627.789,62.019,-244.268,0
1496178854.526,968.436,649.647,-335.656,-856.366,0
1496178854.526,1526.827,805.150,106.006,-787.127,0
1496178854.527,1427.664,788.747,496.172,-175.600,0
1496178854.527,864.252,637.804,58.743,-247.177,0
1496178854.555,965.526,657.377,-338.109,-857.735,0
1496178854.555,1518.281,797.319,102.550,-786.421,0
1496178854.555,1430.648,792.748,505.818,-171.605,0
1496178854.555,871.432,630.433,67.898,-245.898,0
1496178854.557,958.073,644.508,-330.794,-857.200,0
1496178854.557,1517.833,795.329,101.933,-792.715,0
1496178854.585,1438.681,787.296,502.684,-176.972,0
1496178854.585,883.983,645.785,68.945,-231.051,0
1496178854.586,965.930,647.810,-328.487,-848.228,0
1496178854.586,1520.552,801.586,105.194,-786.073,0
1496178854.587,1440.918,793.092,514.038,-177.937,0
1496178854.587,880.243,638.309,74.121,-240.771,0
1496178854.615,957.399,640.218,-329.351,-854.141,0
1496178854.615,1511.063,792.457,98.810,-789.831,0
1496178854.615,1436.400,789.020,494.860,-179.384,0
1496178854.615,886.182,647.255,71.462,-236.934,0
1496178854.617,955.256,640.213,-332.327,-844.941,0
1496178854.617,1516.845,794.538,94.734,-789.962,0
1496178854.645,1447.945,800.576,497.444,-177.084,0
1496178854.645,890.741,643.179,69.801,-232.008,0
1496178854.645,948.128,635.624,-336.957,-848.318,0
1496178854.645,1508.565,789.519,96.832,-790.912,0
1496178854.647,1446.561,802.805,495.769,-182.264,0
1496178854.647,894.747,652.184,74.263,-236.313,0
1496178854.675,948.244,636.660,-329.964,-841.780,0
1496178854.675,1505.439,788.318,94.487,-788.687,0
1496178854.675,1454.830,804.121,504.251,-180.480,0
1496178854.675,896.893,652.267,74.226,-231.952,0
1496178854.677,945.925,642.730,-330.495,-842.439,0
1496178854.677,1501.983,782.993,93.443,-797.476,0
1496178854.705,1462.209,808.108,504.894,-180.794,0
1496178854.705,893.759,647.124,77.397,-232.315,0
1496178854.705,941.845,628.776,-333.016,-843.101,0
1496178854.705,1498.583,780.394,98.399,-796.215,0
1496178854.707,1463.054,804.282,509.356,-180.529,0
1496178854.707,886.526,650.202,79.925,-237.667,0
1496178854.735,934.878,622.602,-332.784,-845.819,0
1496178854.735,1496.598,774.836,96.256,-797.521,0
1496178854.735,1463.877,813.086,500.937,-183.109,0
1496178854.735,902.922,659.144,76.062,-231.088,0
1496178854.737,937.043,623.600,-332.043,-841.103,0
1496178854.737,1496.964,780.596,92.763,-796.342,0
1496178854.765,1461.356,805.655,500.810,-189.620,0
1496178854.765,900.996,657.491,82.689,-232.629,0
1496178854.765,934.354,624.075,-330.375,-845.277,0
1496178854.766,1485.198,773.995,88.615,-803.269,0
1496178854.767,1463.686,809.937,499.307,-191.270,0
1496178854.767,897.582,648.355,71.286,-234.578,0
1496178854.855,924.657,617.987,-339.130,-841.399,0
1496178854.855,1476.271,763.631,74.665,-810.090,0
1496178854.856,1460.863,806.104,489.990,-195.582,0
1496178854.856,906.307,655.146,82.521,-231.608,0
1496178854.856,922.476,614.011,-336.441,-841.799,0
1496178854.856,1484.413,769.552,82.179,-807.300,0
1496178854.857,1473.721,817.402,501.315,-190.810,0
1496178854.857,908.783,661.620,86.474,-226.417,0
1496178854.857,924.335,615.769,-331.897,-835.093,0
1496178854.857,1485.430,770.715,82.736,-807.095,0
1496178854.858,1472.011,815.719,499.527,-192.567,0
1496178854.858,912.672,668.299,87.693,-225.456,0
1496178854.885,925.958,729.430,505.180,395.564,0
1496178854.885,351.255,563.592,81.771,352.371,0
1496178854.885,348.031,506.513,-343.138,-255.168,0
1496178854.885,913.629,662.080,72.053,-228.901,0
1496178854.887,924.451,730.541,505.550,386.341,0
1496178854.887,356.502,570.798,96.420,354.862,0
1496178854.975,351.177,512.243,-330.134,-252.898,0
1496178854.975,912.934,664.260,83.759,-223.986,0
1496178854.976,926.504,729.434,508.482,385.926,0
1496178854.976,365.841,577.785,95.818,363.026,0
1496178854.976,344.381,512.549,-326.783,-247.348,0
1496178854.976,906.984,659.249,79.084,-226.971,0
1496178854.977,926.616,730.975,501.646,380.413,0
1496178854.977,363.316,575.013,90.590,360.614,0
1496178854.977,340.032,502.381,-330.616,-251.271,0
1496178854.977,905.039,653.628,78.927,-230.617,0
1496178854.979,929.844,732.112,511.052,378.962,0
1496178854.979,376.623,583.409,103.567,361.183,0
1496178855.005,422.057,673.019,526.331,978.335,0
1496178855.005,-145.046,511.953,121.188,958.245,0
1496178855.005,-189.461,429.533,-308.617,347.306,0
1496178855.006,371.350,583.088,92.400,361.366,0
1496178855.007,421.960,668.909,526.148,971.880,0
1496178855.007,-150.062,514.919,124.527,955.507,0
1496178855.035,-199.679,427.996,-308.557,347.485,0
1496178855.035,368.025,581.786,92.819,360.992,0
1496178855.035,421.047,674.669,526.836,966.596,0
1496178855.035,-133.969,525.263,129.401,962.848,0
1496178855.037,-190.034,433.740,-301.522,358.215,0
1496178855.037,363.952,581.046,93.795,358.144,0
1496178855.065,427.136,673.846,530.422,968.281,0
1496178855.065,-140.559,519.006,124.857,953.635,0
1496178855.065,-194.035,425.393,-304.450,349.600,0
1496178855.065,370.912,580.477,97.595,360.743,0
1496178855.067,429.484,678.244,523.747,965.737,0
1496178855.067,-126.440,527.066,137.662,965.191,0
1496178855.095,-201.014,426.732,-306.960,351.223,0
1496178855.095,363.155,573.338,93.522,358.698,0
1496178855.095,433.860,680.230,532.618,962.020,0
1496178855.095,-130.913,522.952,142.075,961.302,0
1496178855.097,-204.728,415.097,-305.348,351.822,0
1496178855.097,369.506,578.447,89.206,360.141,0
1496178855.125,436.171,682.414,524.491,965.255,0
1496178855.125,-123.897,533.738,137.916,967.131,0
1496178855.126,-198.680,425.950,-304.843,364.120,0
1496178855.126,358.073,574.329,84.535,355.840,0
1496178855.127,439.182,682.878,528.205,962.921,0
1496178855.127,-129.541,531.587,132.172,961.874,0
1496178855.155,-208.352,414.970,-295.033,355.636,0
1496178855.155,357.007,571.988,92.052,356.442,0
1496178855.155,445.585,689.666,531.844,963.179,0
1496178855.155,-121.051,533.876,146.137,968.294,0
1496178855.157,-206.082,421.238,-296.798,362.381,0
1496178855.157,352.893,568.715,82.317,353.162,0
1496178855.185,447.702,692.441,528.504,962.289,0
1496178855.185,-122.790,533.140,145.662,963.679,0
1496178855.185,-209.059,415.920,-286.783,360.683,0
1496178855.185,345.829,564.575,81.722,354.546,0
1496178855.187,448.588,687.762,524.319,957.136,0
1496178855.187,-117.704,527.055,142.636,963.163,0
1496178855.365,-216.998,401.899,-309.847,355.365,0
1496178855.365,343.723,560.241,84.213,350.926,0
1496178855.365,450.907,689.785,529.087,956.455,0
1496178855.365,-122.622,537.684,134.625,960.934,0
1496178855.366,-223.603,405.598,-308.153,362.060,0
1496178855.366,341.225,565.357,78.428,347.302,0
1496178855.367,840.872,652.663,425.928,314.238,0
1496178855.367,270.683,504.795,45.184,327.150,0
1496178855.367,163.303,371.217,-396.289,-273.979,0
1496178855.369,726.586,516.069,-14.406,-291.621,0
1496178855.369,847.435,654.769,432.020,314.395,0
1496178855.395,289.618,509.440,70.323,349.357,0
1496178855.395,131.128,343.575,-386.068,-255.841,0
1496178855.395,692.987,490.162,-24.867,-289.511,0
1496178855.395,851.844,659.709,435.876,321.284,0
1496178855.397,292.557,510.708,75.686,351.855,0
1496178855.397,133.499,343.224,-395.975,-255.635,0
1496178855.425,697.041,489.800,-24.710,-284.515,0
1496178855.425,855.293,657.760,429.817,312.555,0
1496178855.426,284.812,509.870,70.174,346.092,0
1496178855.426,141.387,344.177,-374.108,-248.133,0
1496178855.427,685.492,477.959,-22.742,-289.358,0
1496178855.427,856.587,654.234,426.264,310.823,0
1496178855.455,296.903,507.293,63.550,349.466,0
1496178855.455,140.792,344.118,-382.642,-248.010,0
1496178855.455,682.160,479.807,-28.786,-288.827,0
1496178855.455,856.254,662.058,431.145,310.797,0
1496178855.457,306.257,513.112,72.470,353.823,0
1496178855.457,131.944,342.924,-389.430,-244.973,0
1496178855.485,684.448,480.259,-25.383,-291.722,0
1496178855.485,862.791,658.957,428.710,312.050,0
1496178855.485,300.119,514.829,69.635,351.897,0
1496178855.485,123.211,325.306,-386.621,-249.446,0
1496178855.487,677.844,473.598,-30.981,-294.485,0
1496178855.487,867.257,666.882,435.102,309.088,0
1496178855.515,305.479,520.117,68.771,351.949,0
1496178855.515,123.076,329.618,-389.082,-248.784,0
1496178855.515,675.432,467.903,-33.700,-293.943,0
1496178855.515,872.354,664.821,443.202,308.392,0
1496178855.517,311.601,521.363,84.176,362.948,0
1496178855.517,122.657,339.375,-383.921,-239.599,0
1496178855.545,679.777,475.884,-27.451,-292.350,0
1496178855.545,872.208,670.760,430.131,300.479,0
1496178855.546,309.316,522.974,73.682,354.754,0
1496178855.546,115.305,329.453,-387.246,-239.191,0
1496178855.547,674.990,472.678,-29.407,-291.463,0
1496178855.547,869.579,657.570,430.491,302.233,0
1496178855.575,316.706,527.526,79.823,359.810,0
1496178855.575,113.016,326.207,-390.111,-242.037,0
1496178855.575,665.554,463.478,-39.864,-292.155,0
1496178855.575,873.353,672.234,428.258,302.962,0
1496178855.577,315.943,530.761,83.069,357.903,0
1496178855.577,115.664,328.500,-378.446,-231.962,0
1496178855.635,665.341,464.163,-36.513,-295.188,0
1496178855.635,875.555,669.429,425.569,294.741,0
1496178855.635,319.589,535.600,81.827,362.581,0
1496178855.635,112.118,327.273,-381.980,-230.039,0
1496178855.636,664.275,466.145,-36.958,-299.119,0
1496178855.636,876.416,672.185,429.455,298.100,0
1496178855.637,324.900,533.869,81.666,356.295,0
1496178855.637,111.494,325.489,-372.982,-233.129,0
1496178855.637,654.664,455.295,-36.505,-297.859,0
1496178855.637,884.109,677.840,428.486,295.695,0
1496178855.639,325.958,534.811,87.886,359.186,0
1496178855.639,106.602,323.668,-381.539,-231.446,0
1496178855.695,660.281,462.263,-37.601,-292.862,0
1496178855.695,881.203,677.657,431.295,295.336,0
1496178855.695,328.240,540.877,84.834,359.354,0
1496178855.695,97.825,312.025,-385.432,-234.082,0
1496178855.696,648.512,448.186,-45.129,-307.063,0
1496178855.696,887.355,675.566,433.168,294.749,0
1496178855.697,337.556,539.183,88.219,366.875,0
1496178855.697,103.674,315.915,-383.951,-229.542,0
1496178855.697,648.355,461.642,-49.004,-301.355,0
1496178855.697,890.302,681.120,429.597,294.248,0
1496178855.699,343.577,548.488,91.779,359.892,0
1496178855.699,103.797,323.432,-371.797,-226.034,0
1496178855.725,643.111,447.673,-46.607,-302.758,0
1496178855.725,893.570,685.873,430.393,295.052,0
1496178855.725,343.390,539.647,93.350,367.009,0
1496178855.725,96.235,315.298,-372.713,-229.247,0
1496178855.727,640.295,444.270,-46.506,-302.421,0
1496178855.727,898.204,689.273,426.837,294.199,0
1496178855.755,341.842,553.331,90.126,368.438,0
1496178855.755,96.314,319.801,-380.656,-221.733,0
1496178855.755,646.724,446.630,-42.396,-298.887,0
1496178855.755,898.133,688.742,430.498,291.032,0
1496178855.757,350.593,551.704,92.628,363.266,0
1496178855.757,94.668,309.695,-372.930,-223.061,0
1496178855.785,635.725,443.907,-45.548,-302.586,0
1496178855.785,901.364,690.485,422.943,288.754,0
1496178855.785,354.771,551.409,99.992,372.926,0
1496178855.785,91.972,315.975,-381.382,-221.082,0
1496178855.787,630.886,433.421,-46.064,-305.361,0
1496178855.787,896.955,685.911,427.424,280.881,0
1496178855.815,357.284,556.338,103.649,368.079,0
1496178855.815,84.424,306.139,-381.348,-224.998,0
1496178855.815,623.712,435.788,-50.025,-310.114,0
1496178855.815,895.826,683.910,425.696,278.263,0
1496178855.817,358.929,555.800,100.082,372.814,0
1496178855.817,82.057,305.114,-385.709,-220.076,0
1496178855.845,617.459,431.719,-58.324,-310.821,0
1496178855.845,901.910,691.958,427.514,278.600,0
1496178855.845,350.732,554.319,93.406,369.100,0
1496178855.845,70.796,304.123,-384.965,-224.186,0
1496178855.847,618.301,430.290,-62.943,-313.293,0
1496178855.847,901.761,691.150,424.383,277.792,0
1496178855.875,361.065,564.783,105.819,377.784,0
1496178855.875,76.675,301.920,-379.172,-221.138,0
1496178855.876,615.290,425.017,-62.920,-310.982,0
1496178855.876,913.108,697.863,421.073,281.536,0
1496178855.877,367.711,573.669,109.760,378.390,0
1496178855.877,80.513,305.286,-377.859,-212.312,0
1496178855.905,619.299,426.244,-61.248,-310.170,0
1496178855.905,915.176,695.604,424.608,275.780,0
1496178855.905,364.311,566.567,109.349,376.741,0
1496178855.905,69.196,295.245,-376.438,-218.808,0
1496178855.907,612.272,433.084,-64.304,-308.233,0
1496178855.907,913.684,700.960,416.859,273.046,0
1496178855.935,375.022,578.392,110.101,380.017,0
1496178855.935,72.120,296.587,-374.482,-215.753,0
1496178855.935,608.794,418.450,-52.893,-310.414,0
1496178855.935,919.170,705.814,418.912,276.652,0
1496178855.937,374.472,576.208,103.713,378.248,0
1496178855.937,68.100,303.326,-371.755,-207.839,0
1496178855.995,598.947,413.027,-68.141,-320.777,0
1496178855.995,921.586,699.169,421.021,269.209,0
1496178855.995,374.181,572.655,105.381,375.877,0
1496178855.995,67.049,298.745,-381.202,-207.450,0
1496178855.996,603.083,414.501,-68.934,-322.355,0
1496178855.996,925.060,698.294,429.705,268.076,0
1496178855.997,380.868,575.808,109.315,381.315,0
1496178855.997,63.676,293.087,-383.510,-213.483,0
1496178855.998,592.297,407.918,-70.202,-321.009,0
1496178855.998,923.894,702.823,423.590,266.344,0
1496178855.999,391.941,583.834,114.817,380.866,0
1496178855.999,68.092,294.698,-373.700,-204.432,0
1496178856.026,598.461,417.612,-72.614,-315.092,0
1496178856.026,928.385,700.549,423.744,269.381,0
1496178856.026,391.130,582.589,129.036,381.771,0
1496178856.026,68.178,293.850,-362.278,-203.987,0
1496178856.027,598.464,410.562,-68.107,-317.617,0
1496178856.027,929.085,708.634,421.593,268.962,0
1496178856.055,396.702,590.431,125.775,386.491,0
1496178856.055,61.028,292.230,-369.725,-201.941,0
1496178856.055,589.971,406.176,-71.892,-319.621,0
1496178856.055,940.532,713.870,422.898,270.608,0
1496178856.057,396.527,589.545,114.525,385.365,0
1496178856.057,62.438,292.163,-376.688,-201.934,0
1496178856.085,584.616,406.523,-77.625,-319.120,0
1496178856.085,926.497,705.766,417.648,259.901,0
1496178856.085,398.935,593.576,120.980,387.291,0
1496178856.086,56.256,287.570,-374.145,-199.746,0
1496178856.087,581.975,397.271,-77.453,-320.732,0
1496178856.087,942.713,715.497,424.107,267.354,0
1496178856.115,408.760,597.885,127.559,386.846,0
1496178856.115,51.248,287.226,-369.975,-203.370,0
1496178856.115,575.771,393.927,-68.089,-323.488,0
1496178856.115,938.449,711.226,421.275,261.314,0
1496178856.145,406.090,597.226,126.934,385.518,0
1496178856.145,54.449,288.763,-372.672,-192.719,0
1496178856.145,570.501,396.882,-81.664,-326.921,0
1496178856.145,942.447,716.492,417.554,256.546,0
1496178856.146,411.314,603.207,122.614,388.174,0
1496178856.146,46.704,278.063,-369.927,-196.672,0
1496178856.205,576.492,392.974,-74.948,-319.883,0
1496178856.205,944.927,713.713,418.126,252.009,0
1496178856.205,412.533,600.753,121.466,385.810,0
1496178856.205,42.459,280.094,-372.746,-197.143,0
1496178856.206,561.507,382.962,-76.619,-330.789,0
1496178856.206,946.082,718.777,419.787,256.815,0
1496178856.207,417.582,610.058,131.545,390.964,0
1496178856.207,44.082,283.228,-373.738,-193.242,0
1496178856.207,566.956,394.518,-85.150,-322.321,0
1496178856.207,944.538,719.091,412.715,253.644,0
1496178856.208,425.473,614.542,135.723,397.355,0
1496178856.208,46.049,284.313,-361.961,-187.610,0
1496178856.209,562.965,385.370,-80.112,-325.964,0
1496178856.210,945.136,724.293,417.491,252.088,0
1496178856.235,1464.285,827.763,706.665,111.920,0
1496178856.235,1850.345,1164.076,1202.151,697.819,0
1496178856.235,-548.526,-358.015,120.838,379.282,0
1496178856.237,-936.600,-693.031,-379.561,-204.314,0
1496178856.237,-424.939,-593.245,-94.152,-344.478,0
1496178856.265,-14.928,-242.355,413.493,237.456,0
1496178856.265,-540.900,-351.653,125.375,386.425,0
1496178856.265,-933.099,-694.247,-380.664,-198.447,0
1496178856.265,-427.332,-592.284,-94.612,-343.214,0
1496178856.267,-17.632,-247.093,410.317,239.430,0
1496178856.267,-537.392,-352.835,128.366,378.399,0
1496178856.295,-940.321,-700.833,-369.979,-197.979,0
1496178856.295,-438.241,-603.702,-98.550,-348.667,0
1496178856.295,-30.561,-249.951,401.989,228.876,0
1496178856.295,-549.000,-355.827,124.937,380.673,0
1496178856.297,-951.028,-699.150,-380.649,-199.871,0
1496178856.297,-442.236,-594.581,-103.603,-350.343,0
1496178856.325,-24.554,-238.914,408.537,230.092,0
1496178856.325,-542.007,-338.070,138.064,380.767,0
1496178856.325,-950.322,-691.861,-378.469,-195.892,0
1496178856.325,-442.823,-605.067,-103.464,-354.213,0
1496178856.327,-21.581,-244.857,407.980,226.098,0
1496178856.327,-541.307,-344.776,129.717,380.909,0
1496178856.355,-950.228,-691.274,-372.070,-195.440,0
1496178856.355,-449.472,-600.878,-111.445,-353.813,0
1496178856.355,-13.230,-237.482,402.961,231.767,0
1496178856.355,-533.929,-343.770,128.912,381.829,0
1496178856.356,-944.319,-701.682,-368.902,-193.368,0
1496178856.357,-443.896,-611.122,-105.824,-351.595,0
1496178856.385,-18.888,-240.317,406.091,227.118,0
1496178856.385,-528.382,-341.208,136.101,384.952,0
1496178856.385,-950.871,-697.396,-380.626,-192.683,0
1496178856.385,-445.314,-612.057,-106.494,-352.070,0
1496178856.387,-2.511,-235.006,410.112,230.627,0
1496178856.387,-511.474,-333.410,147.623,389.215,0
1496178856.415,-943.781,-705.358,-371.127,-193.177,0
1496178856.415,-441.312,-613.157,-108.779,-348.117,0
1496178856.415,-0.855,-247.834,406.765,226.509,0
1496178856.415,-502.065,-340.239,139.407,385.356,0
1496178856.417,-955.131,-715.018,-365.607,-194.894,0
1496178856.417,-457.887,-626.160,-110.245,-352.557,0
1496178856.445,-1.707,-242.392,399.363,219.800,0
1496178856.445,-508.591,-336.264,137.080,388.059,0
1496178856.445,-948.728,-714.547,-377.679,-190.009,0
1496178856.445,-452.423,-630.027,-114.710,-354.636,0
1496178856.447,-2.257,-245.627,400.115,219.302,0
1496178856.447,-506.051,-336.600,139.373,383.628,0
1496178856.475,-941.544,-709.005,-366.512,-183.943,0
1496178856.475,-454.050,-620.992,-103.363,-349.348,0
1496178856.505,9.714,-234.868,404.711,221.886,0
1496178856.505,-494.495,-326.910,140.443,388.209,0
1496178856.505,-951.455,-712.614,-366.542,-187.922,0
1496178856.505,-455.553,-623.363,-108.711,-351.577,0
1496178856.506,2.665,-230.922,415.811,222.709,0
1496178856.506,-496.096,-325.695,146.023,390.584,0
1496178856.507,-957.611,-712.318,-374.590,-184.934,0
1496178856.507,-466.100,-624.062,-116.292,-352.998,0
1496178856.508,1.427,-234.049,400.055,218.442,0
1496178856.508,-495.587,-320.747,141.841,388.362,0
